incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
1,4,5,4,4,5,5,5,4,4,3,4,2,3,4,4,3,4,5,4,"In momentul de fata, noile legi aduse in ceea ce priveste PFA-ul.","As anula noile legi referitor la PFA, ca ele sa ramane acelea de anul trecut.","Dupa parerea mea imi ofera o infrastructura mai buna, un oras mai civilizat, si practic tot ceea ce tine de dezvoltarea si mentinerea orasului mai curat caci din banii pe care  ii platesc eu la stat se platesc cheltuielile statului printre care se enumera si cele de mai sus.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,4,5,3,4,5,4,5,4,4,2,4,3,4,3,3,4,4,3,4,taxe prea mari,micsorarea taxelor la firmele mici si mijlocii,taxe si impozite,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,4,5,4,4,5,4,5,5,5,5,4,3,3,3,5,4,5,3,5,Coruptia si noile masuri introduse in legatura cu PFA,Modul de administrare si distributie a banilor si a controalelor ulterioare.,"Nimic bun pentru noi,doar beneficii pentru ei.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,1,4,3,4,5,5,4,5,5,4,4,3,4,4,4,4,5,4,5,serviciile de slaba calitate pe care le ofera,as acorda o atentie deosebita spitalelor si scolilor dar si personalului care lucreaza in aceste institutii,servicii de slaba calitate,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,3,5,4,3,4,4,4,4,5,4,2,4,3,2,5,5,4,4,3,Lipsa de transparenta,As reduce taxele si impozitele pentru a stimula consumul,In sistemul fiscal actual cred ca taxle sunt prea mari,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,0,1,0
0,1,5,4,3,4,5,4,4,5,4,1,2,4,4,4,5,5,4,5,Lipsa unui cadru legislativ predictibil. ,As simplifica legislatia si raportarile fiscale,Prea putina stabilitate si predictibilitate,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,4,4,4,5,5,4,5,4,4,5,3,5,5,5,5,4,5,4,4,Calitatea slaba a serviciilor de sanatate. (Finantarea prea putina pentru acest serviciu). ,As pune pe primul plan sanatatea si educatiea.,"Posibilitatea de a beneficia serviciile institutiilor publice, in mod gratuit.",Pentru că îmi oferă servicii de protecție socială,0,1,1,1,1
0,1,5,4,3,4,5,5,4,5,4,2,3,5,4,4,5,5,4,4,"Prea multe taxe si impozite si prea multe schimbari legislative,lipsa de predictibilitate.","As face un sistem de impozitare mai aerisit,mai acceptabil de catre contibuabili.As percepe un singur impozit pt toate bunurile detinute de o persoana fizica ,pe care individul sa-l plateasca la inceputul anului.Mai ales pt firme as face la fel,fiecare firma sa stie ca trebuia o  singura data pe an sa-si plateasca datoriile fata de stat si in rest sa se preocupe de dezvoltarea afacerii.","Teoretic de toate (servicii medicale,de securitate,educatie etc) practic ....nervi si batai de cap","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
0,1,5,4,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,4,Neincrederea,Nu stiu,Nu prea multe,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
0,4,5,4,4,4,5,4,5,5,4,2,1,3,4,4,5,5,5,4,"Nu incurajeaza intocmirea de afaceri, ci mai degraba determina o crestere a economiei subterane. Multi investitori se tem sa inceapa noi afaceri datorita instabilitatii sistemului fiscal (modificarea cotelor la diferite impozite, aplicarea a unor noi taxe). De asemenea, serviciile oferite de stat,nu sunt la nivelul contributiilor/taxelor/impozitelor platite de populatie.
Exista si o problema legat de siguranta (totusi prea repede sa ne gandim, noi ca studenti) in ceea ce priveste sistemul de pensii din care statul se serveste, profitand de faptul ca oamenii sunt mult mai interesati de aceste contributii in sanatate, pensii, somaj, decat in  plata obligatiilor neramburasabile, impozitele.
Eu consider ca statul roman nu este cel care urmareste sa investeasca in autostrazii, institutii publice, ci mai degraba un consumator care se lupta cu salariile bugetarilor, cu majorarea salariilor celor ,,sus-pusi``,etc.",As incerca sa investesc mai mult si sa reduc cheltuieleile cu personalul (care au o pondere foarte mare in totalul cheltuielilor).,"Simple servicii publice, dar siguranta nu prea, cel putin eu consider ca atata timp cat la conducere se perinda profesionisti care sunt doar obsedati de ideea de aduce ceva nou fara insa, a studia ceea ce s-a stabilit inainte, finantele vor fii intr-o continua miscare si modificare. ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,4,4,4,4,4,3,5,4,5,4,5,4,4,4,4,4,4,5,4,de la an la an creste impozitul,as stabilii  cota si aia ar ramane pentru tot deauna sau as scoate impozitele de tot ,batai de cap,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,3,4,4,5,4,5,5,5,4,4,2,3,4,4,3,4,5,3,Impozite prea mari,"Cresterea venitului brut, micsorarea impozitului pe venit si a taxelor",Anumite servicii,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,3,5,4,4,4,5,4,5,5,4,3,3,2,5,5,5,4,5,5,Nu stiu,Depinde de ce se intampla concret acolo.,Plati si cateva beneficii,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,Promptitudinea.,Salariile și condițiile ,Birocrație excesiva .,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
0,4,3,4,4,4,4,5,5,4,3,3,3,4,4,4,4,4,4,4,Plata taxelor si a impozitelor ridicate.,REDUCEREA NUMĂRULUI DE TAXE ŞI IMPOZITE!!,"Impactul asupra dezvoltării și siguranței naționale.
O societate civilizată.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,1,4,3,4,5,4,5,4,5,5,3,3,4,5,4,4,5,4,5,Taxele mult prea mari si impozitele,As reduce numarul taxelor fiscale ,Nimic,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
1,4,4,3,3,3,4,3,4,4,4,2,2,4,3,3,2,3,4,3,"Nu pot sa vorbesc in mod subiectiv, deoarece nu am avut contact direct cu ceea ce se practica in sistemul nostru fiscal actual. Ceea ce pot spune, vine dintr-o perpectiva obiectiva, din ceea ce aud din partea celor din jur, si anume: taxe si impozite prea mari, comparabil cu alte tari. Intr-adevar taxa TVA a scazut, dar cu cat ? 4%. O valoare care nu se resimte, poate de aceea membrii societatii nu isi aduc contributia benevol si la timp.","O intrebare dificila, dat fiind faptul ca nu am avut ocazia sa ""cochetez"", sa spun asa, cu notiunea de finante, respectiv fiscalitate, si toate cele ce tin de sistemul acesta. Dar, presupunand ideea ca as ajunge ministru de finante, se presupune si faptul ca as cunoaste intreaga variatate a codului fiscal, si a celorlalte norme legale ce tin de acest domeniul al finantelor. In mod concret nu pot raspunde ce reglemantari noi as aduce, insa ceea ce as face, avand cunostintele necesare, ar fi sa actionez din punct de vedere al meu, ca si persoana individuala, in concordanta cu ceilalti, si nu din perpectiva functiei detinute, respectiv a puterii ce revine odata cu functia. Pentru ca in drumul spre detinerea inaltor functii, umanitate se pierde, dar nu ar trebui sa uitam ca binele celorlalti conduce spre binele nostru, spre un bine ""comun"".
Politica fiscala ar trebui sa se orienteze mai mult inspre stabilitate, transparenta si predictibilitate. In plus, am avea nevoie de un aparat fiscal mai flexibil care să ducă la îmbunătăţirea contribuţiei fiscalităţii.","Stabilitate? Din nemultumirea oamenilor, presupun ca nu. Incredere? Nici asta. Da, nevoia unui sistem fiscal in echilibrarea economiei unei tari exista. Insa, din ceea ce comenteaza cei din jur, cel actual nu se bazeaza pe normele morale care ar trebui sa il predomine, pe langa cele legale. A scazut Tva, cu doar 4%(e un pas inainte), dar eu cred ca avem nevoie de mult mai mult de atat pentru a avea parte de stabilitate. Stabilitatea ar trebui sa vizeze binele comun, atat a celor ce se afla la conducere(si trag sforile) cat si a celor ce suporta consecintele actiunilor celor mentionati anterior. Nu ma pot pronunta asupra ce ne ofera, pentru ca nu am gasit inca un raspuns concret, dar am precizat mai sus, in mica parte, ce ar trebui sa ne ofere, in vederea echilibrarii balantei. ",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,1,4,4,5,4,4,5,4,5,3,3,2,3,3,3,4,5,5,5,"Taxe si impozite foarte mari, iar serviciile oferite in schimb sunt de proasta calitate sau chiar inexistente.",Investirea banilor in crearea de locuri de munca.,Incearca sa ofere populatiei un mediu sigur.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,3,4,3,3,5,3,3,4,5,2,3,4,3,2,3,4,5,5,4,Sistemul fiscal romanesc= birocratie. Acest exces de acte de care un cetatean are nevoie pentru a realiza ceva este prea mult. Eliminarea lor ar duce la o mai buna functionare a acestuia. ,"Multe lucruri ar trebui schimbate pentru ca acesta sa functioneze bine si corect, dar ceea ce as face in primul rand as incerca sa fac ca toata lumea sa respecte legea. Daca acest lucru s-ar intamplat atunci sistemul nostru fiscal ar fi mult mai bun. O schimbare care eu as face-o ar fi sa reduc aceasta birocratie. ","Pe langa faptul ca platim regulat taxele si impozitele impuse, sistemul fiscal incearca sa ofere serviciile de care ifecare cetatean are nevoie.Ca studenta deocamdata acesta nu imi ofera prea multe servicii.  ",Pentru că îmi oferă servicii de protecție socială,0,0,0,1,0
0,3,4,4,3,5,5,5,4,5,3,4,4,4,3,3,3,5,3,4,Taxe prea mari,Impozite date in functie de venitul fiecarei persoane,"Asigurarilor voluntare de sanatate, primele suportate de companie pentru angajatii proprii.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,3,3,4,4,4,4,4,5,4,4,4,3,4,4,5,4,2,5,4,taxe si accize mari in special la carburanti,obiectul impozitului,finantare de actiuni si obiective necesare societatii,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,3,4,4,4,5,3,3,4,5,3,3,4,4,4,3,4,5,5,5,Faptul ca sistemul fiscal nu privilegiaza oamenii saraci. ,As ajuta infiintarea mai usoara a intreprinderilor mici.,Reducerea TVA-ului. Dezvoltarea infrastructurii oraselor.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,1,4,5,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,4,"Angajații plătesc sume uriașe de 65% din ce câștigă prin impozitare directă și indirectă, deși România nu are salariați.
Cel mai bine ar fi scăderea cotei unice la 10% a contribuțiilor sociale .
Nu avem politicieni care să ințeleagă economia și fiscalitatea în rostul si esența lor.","Impunerea de constrângeri tari rău-platnicilor și diminuarea nivelului nominal al impozitelor pe partea de venituri ar trebui să aducă lărgirea bazei de aplicare și creșterea eficienței în colectare.
Pe partea de cheltuieli, ar trebui să primeze creșterea eficienței în alocarea fondurilor, și nu tăierea oarbă a sumelor fără modificarea structurii de utilizare.
Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă.","Stabilește ordinea în care debitele înregistrare de contribuabili vor fi stinse de către autorităţile fiscale, după ce procedura fusese modificată şi pe parcursul anilor trecuţi de Guvern, prin intermediul mai multor acte normative care nu mai sunt în vigoare de la începutul anului 2016. ","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
0,1,5,5,3,5,4,5,5,5,4,5,4,4,1,4,5,5,4,5,Cheltuielile bugetare imense pentru care explicatiile sun vagi .,"As incerca sa i-l fac pe cetatean sa aiba mai multa incredere in sistemul fiscal romanesc, as oferii o mai mare transparenta in privirea cheltuielilor bugetare si nu in cele din urma as incerca sa fac din Romania o tara mai prospera in care cetateanu sa nu se simta furat si ajutat.",Sincer sa fiu nu observ mari benificii.,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,0,1,0
1,3,4,3,4,5,5,5,5,4,4,3,1,4,4,4,5,4,4,4,După părerea mea sunt prea multe taxe si impozite.,"Aș scădea taxele si impozitele, aș crea mai multe locuri de muncă și as mări salariile.",Servicii publice,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,1,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,Coruptia,modul de administrare al bugetelor,o mica parte din tot ceea de colecteaza ei defapt ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,4,4,4,5,4,4,5,5,4,3,4,5,5,5,3,5,5,5,"Foarte multi romani sunt plecati la munca in strainatate si ei vin in Romania destul de rar...de ce sa plateasca asigurare mediacala in 2 tari ? 
ei plec acolo sa isi castige existenta...cu sacrificii..fiind nevoiti sa isi lase aici copiii sau o parte din familie.","As emite legi in favoarea contribuabililor
",am muncit de cand am terminat clasa a 12a in fiecare vacanta...parintii mei sunt simpli muncitori la o fabrica de pantofi...nu stiu ce imi ofera...imi ofera un salar minim pe economie..din care se trag taxele aferente...si incerc sa ma descurc cu acel salar..adica nu doar eu...,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,0,1,0
1,3,4,5,5,5,5,5,5,5,4,4,4,4,3,5,4,4,4,4,Taxele sunt exagerat de mari raportate la nivelul salariilor,"In opinia mea unele taxe nu isi au rostul , cum e taxa de mediu , este inuman sa-ti cumperi o masina si sa platesti taxa de mediu, de prima inmatriculate cat valoarea masinii sau poate in unele cazuri mai mult decat masina...",Taxe si impozite :),Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,4,4,4,5,5,3,5,5,5,5,4,4,5,5,3,5,5,4,5,"Țara noastră are una dintre cele mai reduse cote din Europa la impozitul pe venitul persoanelor fizice.
La impozitul total pe profitul companiilor, România are o cotă situată sub media europeană.","Sistemul fiscal din România ar putea fi îmbunătăţit prin asigurarea unui cadru legislativ stabil şi predictabil, fără multe modificări legislative , situaţie care va putea ajuta investitorii să-şi planifice în avans şi cu accurateţe operaţiunile desfăşurate în România
Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă.","Echilibru financiar la nivel de cheltuieli bugetare.

Asigură serviciile publice administrative de care avem nevoie într-un stat democratic.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
